movieId,title,genres,imdbId,tmdbId,url,rating_count,rating_avg
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,0114148,10530,http://www.imdb.com/title/tt0114148/,68,3.1470588235294117
49,When Night Is Falling (1995),Drama|Romance,0114916,8391,http://www.imdb.com/title/tt0114916/,1,3
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,0114814,629,http://www.imdb.com/title/tt0114814/,204,4.237745098039215
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,0113819,11448,http://www.imdb.com/title/tt0113819/,28,3.4642857142857144
53,Lamerica (1994),Adventure|Drama,0110299,49133,http://www.imdb.com/title/tt0110299/,2,5
54,"Big Green, The (1995)",Children|Comedy,0112499,26441,http://www.imdb.com/title/tt0112499/,3,2.3333333333333335
55,Georgia (1995),Drama,0113158,97406,http://www.imdb.com/title/tt0113158/,1,4
57,Home for the Holidays (1995),Drama,0113321,9089,http://www.imdb.com/title/tt0113321/,8,3.0625
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,0110877,11010,http://www.imdb.com/title/tt0110877/,37,4.027027027027027
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,0113419,11359,http://www.imdb.com/title/tt0113419/,34,3.235294117647059
61,Eye for an Eye (1996),Drama|Thriller,0116260,17182,http://www.imdb.com/title/tt0116260/,6,3.75
62,Mr. Holland's Opus (1995),Drama,0113862,2054,http://www.imdb.com/title/tt0113862/,80,3.70625
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,0116126,10607,http://www.imdb.com/title/tt0116126/,7,2.7142857142857144
64,Two if by Sea (1996),Comedy|Romance,0118002,19760,http://www.imdb.com/title/tt0118002/,5,2.2
65,Bio-Dome (1996),Comedy,0115683,9536,http://www.imdb.com/title/tt0115683/,31,2.532258064516129
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,0116839,11525,http://www.imdb.com/title/tt0116839/,9,2.5
68,French Twist (Gazon maudit) (1995),Comedy|Romance,0113149,4482,http://www.imdb.com/title/tt0113149/,5,3.4
69,Friday (1995),Comedy,0113118,10634,http://www.imdb.com/title/tt0113118/,20,3.775
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,0116367,755,http://www.imdb.com/title/tt0116367/,55,3.5090909090909093
71,Fair Game (1995),Action,0113010,11859,http://www.imdb.com/title/tt0113010/,5,1.7
72,Kicking and Screaming (1995),Comedy|Drama,0113537,28387,http://www.imdb.com/title/tt0113537/,7,3.2142857142857144
73,"Misérables, Les (1995)",Drama|War,0113828,48750,http://www.imdb.com/title/tt0113828/,13,3.4615384615384617
74,Bed of Roses (1996),Drama|Romance,0115644,20927,http://www.imdb.com/title/tt0115644/,8,4
75,Big Bully (1996),Comedy|Drama,0115676,36929,http://www.imdb.com/title/tt0115676/,5,2.2
76,Screamers (1995),Action|Sci-Fi|Thriller,0114367,9102,http://www.imdb.com/title/tt0114367/,15,3.4
77,Nico Icon (1995),Documentary,0113973,124626,http://www.imdb.com/title/tt0113973/,1,4
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,0112744,27526,http://www.imdb.com/title/tt0112744/,3,3.3333333333333335
79,"Juror, The (1996)",Drama|Thriller,0116731,9623,http://www.imdb.com/title/tt0116731/,17,2.764705882352941
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,0112445,46785,http://www.imdb.com/title/tt0112445/,2,4
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,0114660,400,http://www.imdb.com/title/tt0114660/,14,3.107142857142857
82,Antonia's Line (Antonia) (1995),Comedy|Drama,0112379,880,http://www.imdb.com/title/tt0112379/,8,3.875
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,0114039,146599,http://www.imdb.com/title/tt0114039/,1,3
85,Angels and Insects (1995),Drama|Romance,0112365,8447,http://www.imdb.com/title/tt0112365/,7,3.857142857142857
86,White Squall (1996),Action|Adventure|Drama,0118158,10534,http://www.imdb.com/title/tt0118158/,15,3.966666666666667
87,Dunston Checks In (1996),Children|Comedy,0116151,17414,http://www.imdb.com/title/tt0116151/,7,2.5
88,Black Sheep (1996),Comedy,0115697,13997,http://www.imdb.com/title/tt0115697/,16,3.15625
89,Nick of Time (1995),Action|Thriller,0113972,2086,http://www.imdb.com/title/tt0113972/,10,3.25
92,Mary Reilly (1996),Drama|Horror|Thriller,0117002,9095,http://www.imdb.com/title/tt0117002/,8,2.625
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,0114825,12158,http://www.imdb.com/title/tt0114825/,9,2.8333333333333335
94,Beautiful Girls (1996),Comedy|Drama|Romance,0115639,9283,http://www.imdb.com/title/tt0115639/,10,3.95
95,Broken Arrow (1996),Action|Adventure|Thriller,0115759,9208,http://www.imdb.com/title/tt0115759/,84,3.0238095238095237
96,In the Bleak Midwinter (1995),Comedy|Drama,0113403,40154,http://www.imdb.com/title/tt0113403/,1,3.5
97,"Hate (Haine, La) (1995)",Crime|Drama,0113247,406,http://www.imdb.com/title/tt0113247/,10,3.9
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,0113283,63076,http://www.imdb.com/title/tt0113283/,2,5
100,City Hall (1996),Drama|Thriller,0115907,11062,http://www.imdb.com/title/tt0115907/,14,2.7857142857142856
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,0115734,13685,http://www.imdb.com/title/tt0115734/,23,3.782608695652174
102,Mr. Wrong (1996),Comedy,0117102,47475,http://www.imdb.com/title/tt0117102/,5,2.4
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,0118040,2045,http://www.imdb.com/title/tt0118040/,3,3
104,Happy Gilmore (1996),Comedy,0116483,9614,http://www.imdb.com/title/tt0116483/,99,3.4393939393939394
105,"Bridges of Madison County, The (1995)",Drama|Romance,0112579,688,http://www.imdb.com/title/tt0112579/,23,3.282608695652174
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,0110251,11907,http://www.imdb.com/title/tt0110251/,1,4
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,0117110,10874,http://www.imdb.com/title/tt0117110/,26,3.326923076923077
108,Catwalk (1996),Documentary,0112646,89333,http://www.imdb.com/title/tt0112646/,1,4
110,Braveheart (1995),Action|Drama|War,0112573,197,http://www.imdb.com/title/tt0112573/,237,4.031645569620253
111,Taxi Driver (1976),Crime|Drama|Thriller,0075314,103,http://www.imdb.com/title/tt0075314/,104,4.105769230769231
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,0113326,33542,http://www.imdb.com/title/tt0113326/,46,3.5434782608695654
113,Before and After (1996),Drama|Mystery,0115645,43566,http://www.imdb.com/title/tt0115645/,3,3.3333333333333335
116,Anne Frank Remembered (1995),Documentary,0112373,51352,http://www.imdb.com/title/tt0112373/,5,3.9
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,0115033,16934,http://www.imdb.com/title/tt0115033/,1,3
118,If Lucy Fell (1996),Comedy|Romance,0116606,10324,http://www.imdb.com/title/tt0116606/,2,2.5
119,"Steal Big, Steal Little (1995)",Comedy,0114536,78406,http://www.imdb.com/title/tt0114536/,2,3
121,"Boys of St. Vincent, The (1992)",Drama,0106473,32119,http://www.imdb.com/title/tt0106473/,2,4
122,Boomerang (1992),Comedy|Romance,0103859,11066,http://www.imdb.com/title/tt0103859/,16,2.65625
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,0109424,11104,http://www.imdb.com/title/tt0109424/,4,4.375
125,Flirting With Disaster (1996),Comedy,0116324,2074,http://www.imdb.com/title/tt0116324/,12,3.5833333333333335
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,0110647,27793,http://www.imdb.com/title/tt0110647/,7,2
128,Jupiter's Wife (1994),Documentary,0110217,290157,http://www.imdb.com/title/tt0110217/,1,3
129,Pie in the Sky (1996),Comedy|Romance,0114131,110972,http://www.imdb.com/title/tt0114131/,1,2
132,Jade (1995),Thriller,0113451,11863,http://www.imdb.com/title/tt0113451/,6,2.8333333333333335
135,Down Periscope (1996),Comedy,0116130,9101,http://www.imdb.com/title/tt0116130/,31,2.9516129032258065
137,Man of the Year (1995),Documentary,0113756,5757,http://www.imdb.com/title/tt0113756/,1,3
140,Up Close and Personal (1996),Drama|Romance,0118055,9302,http://www.imdb.com/title/tt0118055/,16,3.5
141,"Birdcage, The (1996)",Comedy,0115685,11000,http://www.imdb.com/title/tt0115685/,86,3.494186046511628
144,"Brothers McMullen, The (1995)",Comedy,0112585,16388,http://www.imdb.com/title/tt0112585/,12,3.3333333333333335
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,0112442,9737,http://www.imdb.com/title/tt0112442/,51,3.2450980392156863
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,0112342,30765,http://www.imdb.com/title/tt0112342/,3,3.3333333333333335
147,"Basketball Diaries, The (1995)",Drama,0112461,10474,http://www.imdb.com/title/tt0112461/,15,3.466666666666667
148,"Awfully Big Adventure, An (1995)",Drama,0112427,22279,http://www.imdb.com/title/tt0112427/,1,5
149,Amateur (1994),Crime|Drama|Thriller,0109093,30157,http://www.imdb.com/title/tt0109093/,1,2
150,Apollo 13 (1995),Adventure|Drama|IMAX,0112384,568,http://www.imdb.com/title/tt0112384/,201,3.845771144278607
151,Rob Roy (1995),Action|Drama|Romance|War,0114287,11780,http://www.imdb.com/title/tt0114287/,44,3.5454545454545454
152,"Addiction, The (1995)",Drama|Horror,0112288,34996,http://www.imdb.com/title/tt0112288/,2,1.5
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,0112462,414,http://www.imdb.com/title/tt0112462/,137,2.9160583941605838
154,Beauty of the Day (Belle de jour) (1967),Drama,0061395,649,http://www.imdb.com/title/tt0061395/,12,3.875
155,Beyond Rangoon (1995),Adventure|Drama|War,0112495,1873,http://www.imdb.com/title/tt0112495/,6,2.4166666666666665
156,Blue in the Face (1995),Comedy|Drama,0112541,5894,http://www.imdb.com/title/tt0112541/,3,3.3333333333333335
157,Canadian Bacon (1995),Comedy|War,0109370,1775,http://www.imdb.com/title/tt0109370/,11,2.8636363636363638
158,Casper (1995),Adventure|Children,0112642,8839,http://www.imdb.com/title/tt0112642/,62,2.806451612903226
159,Clockers (1995),Crime|Drama|Mystery,0112688,20649,http://www.imdb.com/title/tt0112688/,14,2.892857142857143
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,0112715,10329,http://www.imdb.com/title/tt0112715/,57,2.8771929824561404
161,Crimson Tide (1995),Drama|Thriller|War,0112740,8963,http://www.imdb.com/title/tt0112740/,103,3.6359223300970873
162,Crumb (1994),Documentary,0109508,26564,http://www.imdb.com/title/tt0109508/,17,4.205882352941177
163,Desperado (1995),Action|Romance|Western,0112851,8068,http://www.imdb.com/title/tt0112851/,66,3.5606060606060606
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,0112857,8512,http://www.imdb.com/title/tt0112857/,14,3.3214285714285716
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,0112864,1572,http://www.imdb.com/title/tt0112864/,144,3.5555555555555554
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,0112887,13552,http://www.imdb.com/title/tt0112887/,3,2.8333333333333335
168,First Knight (1995),Action|Drama|Romance,0113071,6520,http://www.imdb.com/title/tt0113071/,54,3.0833333333333335
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,0113114,9073,http://www.imdb.com/title/tt0113114/,10,2.4
170,Hackers (1995),Action|Adventure|Crime|Thriller,0113243,10428,http://www.imdb.com/title/tt0113243/,35,3.2285714285714286
171,Jeffrey (1995),Comedy|Drama,0113464,17447,http://www.imdb.com/title/tt0113464/,6,3.8333333333333335
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,0113481,9886,http://www.imdb.com/title/tt0113481/,53,2.6792452830188678
173,Judge Dredd (1995),Action|Crime|Sci-Fi,0113492,9482,http://www.imdb.com/title/tt0113492/,62,2.6693548387096775
174,Jury Duty (1995),Comedy,0113500,19326,http://www.imdb.com/title/tt0113500/,10,2.7
175,Kids (1995),Drama,0113540,9344,http://www.imdb.com/title/tt0113540/,20,3.975
176,Living in Oblivion (1995),Comedy,0113677,9071,http://www.imdb.com/title/tt0113677/,13,4.3076923076923075
177,Lord of Illusions (1995),Horror,0113690,8973,http://www.imdb.com/title/tt0113690/,8,2.75
178,Love & Human Remains (1993),Comedy|Drama,0107447,15730,http://www.imdb.com/title/tt0107447/,1,1
179,Mad Love (1995),Drama|Romance,0113729,47608,http://www.imdb.com/title/tt0113729/,2,1.5
180,Mallrats (1995),Comedy|Romance,0113749,2293,http://www.imdb.com/title/tt0113749/,36,3.4027777777777777
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,0113820,9070,http://www.imdb.com/title/tt0113820/,17,2.264705882352941
183,Mute Witness (1994),Comedy|Horror|Thriller,0110604,48787,http://www.imdb.com/title/tt0110604/,2,3.5
184,Nadja (1994),Drama,0110620,34574,http://www.imdb.com/title/tt0110620/,2,3.5
185,"Net, The (1995)",Action|Crime|Thriller,0113957,1642,http://www.imdb.com/title/tt0113957/,112,3.0401785714285716
186,Nine Months (1995),Comedy|Romance,0113986,11472,http://www.imdb.com/title/tt0113986/,48,2.8229166666666665
187,Party Girl (1995),Comedy,0114095,36196,http://www.imdb.com/title/tt0114095/,4,4.125
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,0114194,11980,http://www.imdb.com/title/tt0114194/,12,3.4583333333333335
189,Reckless (1995),Comedy|Fantasy,0114241,58372,http://www.imdb.com/title/tt0114241/,1,3
190,Safe (1995),Thriller,0114323,32646,http://www.imdb.com/title/tt0114323/,5,2.8
191,"Scarlet Letter, The (1995)",Drama|Romance,0114345,10533,http://www.imdb.com/title/tt0114345/,6,2.4166666666666665
193,Showgirls (1995),Drama,0114436,10802,http://www.imdb.com/title/tt0114436/,35,2.4714285714285715
194,Smoke (1995),Comedy|Drama,0114478,10149,http://www.imdb.com/title/tt0114478/,18,3.6666666666666665
195,Something to Talk About (1995),Comedy|Drama|Romance,0114496,18402,http://www.imdb.com/title/tt0114496/,10,3.1
196,Species (1995),Horror|Sci-Fi,0114508,9348,http://www.imdb.com/title/tt0114508/,45,2.6666666666666665
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,0114558,281,http://www.imdb.com/title/tt0114558/,28,3.25
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,0058450,5967,http://www.imdb.com/title/tt0058450/,4,4.125
201,Three Wishes (1995),Drama|Fantasy,0114663,47939,http://www.imdb.com/title/tt0114663/,1,3
202,Total Eclipse (1995),Drama|Romance,0114702,36834,http://www.imdb.com/title/tt0114702/,1,3
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,0114682,9090,http://www.imdb.com/title/tt0114682/,22,3.4318181818181817
204,Under Siege 2: Dark Territory (1995),Action,0114781,3512,http://www.imdb.com/title/tt0114781/,30,2.716666666666667
205,Unstrung Heroes (1995),Comedy|Drama,0114798,52856,http://www.imdb.com/title/tt0114798/,9,3.1666666666666665
206,Unzipped (1995),Documentary,0114805,77350,http://www.imdb.com/title/tt0114805/,2,3
207,"Walk in the Clouds, A (1995)",Drama|Romance,0114887,9560,http://www.imdb.com/title/tt0114887/,21,3.4285714285714284
208,Waterworld (1995),Action|Adventure|Sci-Fi,0114898,9804,http://www.imdb.com/title/tt0114898/,115,2.9130434782608696
209,White Man's Burden (1995),Drama,0114928,31611,http://www.imdb.com/title/tt0114928/,3,3.1666666666666665
210,Wild Bill (1995),Western,0114938,65796,http://www.imdb.com/title/tt0114938/,4,3
211,"Browning Version, The (1994)",Drama,0109340,49805,http://www.imdb.com/title/tt0109340/,2,3.5
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,0112602,26258,http://www.imdb.com/title/tt0112602/,3,3
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,0111579,50797,http://www.imdb.com/title/tt0111579/,6,3.8333333333333335
214,Before the Rain (Pred dozhdot) (1994),Drama|War,0110882,19155,http://www.imdb.com/title/tt0110882/,2,4
215,Before Sunrise (1995),Drama|Romance,0112471,76,http://www.imdb.com/title/tt0112471/,24,4.041666666666667
216,Billy Madison (1995),Comedy,0112508,11017,http://www.imdb.com/title/tt0112508/,49,3.326530612244898
217,"Babysitter, The (1995)",Drama|Thriller,0112438,37141,http://www.imdb.com/title/tt0112438/,6,2.3333333333333335
218,Boys on the Side (1995),Comedy|Drama,0112571,9382,http://www.imdb.com/title/tt0112571/,14,3.4285714285714284
219,"Cure, The (1995)",Drama,0112757,6715,http://www.imdb.com/title/tt0112757/,1,3
220,Castle Freak (1995),Horror,0112643,18256,http://www.imdb.com/title/tt0112643/,1,3
222,Circle of Friends (1995),Drama|Romance,0112679,22625,http://www.imdb.com/title/tt0112679/,16,3.75
223,Clerks (1994),Comedy,0109445,2292,http://www.imdb.com/title/tt0109445/,104,3.855769230769231
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,0112883,1909,http://www.imdb.com/title/tt0112883/,40,3.6125
225,Disclosure (1994),Drama|Thriller,0109635,8984,http://www.imdb.com/title/tt0109635/,52,3.5384615384615383
227,Drop Zone (1994),Action|Thriller,0109676,4954,http://www.imdb.com/title/tt0109676/,22,2.8636363636363638
228,Destiny Turns on the Radio (1995),Comedy,0112854,62488,http://www.imdb.com/title/tt0112854/,3,2.3333333333333335
229,Death and the Maiden (1994),Drama|Thriller,0109579,10531,http://www.imdb.com/title/tt0109579/,7,3.4285714285714284
230,Dolores Claiborne (1995),Drama|Thriller,0109642,11929,http://www.imdb.com/title/tt0109642/,24,3.3958333333333335
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,0109686,8467,http://www.imdb.com/title/tt0109686/,133,3.0601503759398496
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,0111797,10451,http://www.imdb.com/title/tt0111797/,14,3.892857142857143
233,Exotica (1994),Drama,0109759,20156,http://www.imdb.com/title/tt0109759/,12,3.5
234,Exit to Eden (1994),Comedy,0109758,18395,http://www.imdb.com/title/tt0109758/,17,2.588235294117647
235,Ed Wood (1994),Comedy|Drama,0109707,522,http://www.imdb.com/title/tt0109707/,70,3.6785714285714284
236,French Kiss (1995),Action|Comedy|Romance,0113117,397,http://www.imdb.com/title/tt0113117/,45,3.477777777777778
237,Forget Paris (1995),Comedy|Romance,0113097,10525,http://www.imdb.com/title/tt0113097/,22,3.340909090909091
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,0113028,27985,http://www.imdb.com/title/tt0113028/,2,4
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,0113198,15789,http://www.imdb.com/title/tt0113198/,17,3
240,Hideaway (1995),Thriller,0113303,27303,http://www.imdb.com/title/tt0113303/,4,2.375
241,Fluke (1995),Children|Drama,0113089,21183,http://www.imdb.com/title/tt0113089/,1,4
242,Farinelli: il castrato (1994),Drama|Musical,0109771,10954,http://www.imdb.com/title/tt0109771/,5,3.6
243,Gordy (1995),Children|Comedy|Fantasy,0113199,47867,http://www.imdb.com/title/tt0113199/,1,3
246,Hoop Dreams (1994),Documentary,0110057,14275,http://www.imdb.com/title/tt0110057/,29,4.293103448275862
247,Heavenly Creatures (1994),Crime|Drama,0110005,1024,http://www.imdb.com/title/tt0110005/,21,3.9285714285714284
248,Houseguest (1994),Comedy,0110066,17207,http://www.imdb.com/title/tt0110066/,17,3.176470588235294
249,Immortal Beloved (1994),Drama|Romance,0110116,13701,http://www.imdb.com/title/tt0110116/,18,3.7222222222222223
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,0110006,14819,http://www.imdb.com/title/tt0110006/,6,2.5
251,"Hunted, The (1995)",Action,0113360,32631,http://www.imdb.com/title/tt0113360/,3,3
252,I.Q. (1994),Comedy|Romance,0110099,11777,http://www.imdb.com/title/tt0110099/,43,3.453488372093023
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,0110148,628,http://www.imdb.com/title/tt0110148/,109,3.458715596330275
254,Jefferson in Paris (1995),Drama,0113463,87729,http://www.imdb.com/title/tt0113463/,1,3
255,"Jerky Boys, The (1995)",Comedy,0110189,18713,http://www.imdb.com/title/tt0110189/,7,2.0714285714285716
256,Junior (1994),Comedy|Sci-Fi,0110216,6280,http://www.imdb.com/title/tt0110216/,35,2.8285714285714287
257,Just Cause (1995),Mystery|Thriller,0113501,9061,http://www.imdb.com/title/tt0113501/,14,3.5
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,0113538,37108,http://www.imdb.com/title/tt0113538/,10,2.6
259,Kiss of Death (1995),Crime|Drama|Thriller,0113552,6071,http://www.imdb.com/title/tt0113552/,5,3.2
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,0076759,11,http://www.imdb.com/title/tt0076759/,251,4.231075697211155
261,Little Women (1994),Drama,0110367,9587,http://www.imdb.com/title/tt0110367/,42,3.880952380952381
262,"Little Princess, A (1995)",Children|Drama,0113670,19101,http://www.imdb.com/title/tt0113670/,21,3.9047619047619047
263,Ladybird Ladybird (1994),Drama,0110296,49980,http://www.imdb.com/title/tt0110296/,1,4
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,0103994,18183,http://www.imdb.com/title/tt0103994/,33,3.9393939393939394
266,Legends of the Fall (1994),Drama|Romance|War|Western,0110322,4476,http://www.imdb.com/title/tt0110322/,68,3.3970588235294117
267,Major Payne (1995),Comedy,0110443,11008,http://www.imdb.com/title/tt0110443/,17,2.9411764705882355
269,My Crazy Life (Mi vida loca) (1993),Drama,0107566,32325,http://www.imdb.com/title/tt0107566/,2,3
270,Love Affair (1994),Drama|Romance,0110391,43742,http://www.imdb.com/title/tt0110391/,5,3.4
271,Losing Isaiah (1995),Drama,0113691,28313,http://www.imdb.com/title/tt0113691/,4,3.5
272,"Madness of King George, The (1994)",Comedy|Drama,0110428,11318,http://www.imdb.com/title/tt0110428/,31,3.7580645161290325
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,0109836,3036,http://www.imdb.com/title/tt0109836/,28,2.9464285714285716
274,Man of the House (1995),Comedy,0113755,40490,http://www.imdb.com/title/tt0113755/,7,2.9285714285714284
275,Mixed Nuts (1994),Comedy,0110538,24070,http://www.imdb.com/title/tt0110538/,6,2
